query	question	option_1	option_2	option_3	option_4	option_5	impression_level	engagement_level	option_cctr_1	option_cctr_2	option_cctr_3	option_cctr_4	option_cctr_5
zinc benefits	Select one to refine your search	zinc benefits women	zinc benefits for men	zinc benefits for children	for elderly		medium	10	0.666666667	0.333333333	0	0	0
zinc benefits	Select one to refine your search	zinc benefits women	zinc benefits for men	in children	for elderly		medium	0	0	0	0	0	0
zinc benefits	Select one to refine your search	zinc citrate	zinc oxide	zinc picolinate	zinc ascorbate	zinc sulfate	low	0	0	0	0	0	0
zinc deficiency symptoms	Select one to refine your search	zinc deficiency in men symptoms	zinc deficiency in women symptoms				low	0	0	0	0	0	0
zinc deficiency symptoms	Select one to refine your search	in women	in women	symptoms in adults	in children	in elderly	high	6	0.5	0.5	0	0	0
zinc deficiency symptoms	Select one to refine your search	in men	in women	zinc deficiency symptoms in baby			medium	7	0	1	0	0	0
zinsser primer	Select one to refine your search	drywall primer	metal	acrylic	wood primer	concrete	low	8	0	0	0	1	0
zinsser primer	Select one to refine your search	drywall primer	metal	oil	wood primer	concrete	low	0	0	0	0	0	0
zinsser primer	Select one to refine your search	for concrete	for laminate	for wood	for glass	for pvc	low	7	0	0	1	0	0
zinsser primer	Select one to refine your search	zinsser primer sealer	zinsser primer spray				medium	0	0	0	0	0	0
zion national park	Select one to refine your search	weather	hotels	webcam	parking		high	1	0	0	0	1	0
zion national park	Select one to refine your search	weather	hotels	webcam	zip code	parking	high	3	0.5	0.5	0	0	0
zion national park	Select one to refine your search	weather	zion national park lodging	zion national park tours			high	0	0	0	0	0	0
zipper	Select one to refine your search	coat zipper	pants zipper	sweater zipper	shirts zipper	women zipper	medium	5	0	1	0	0	0
zipper	Select one to refine your search	road zipper	concrete zipper	kids zipper			medium	0	0	0	0	0	0
zipper	Select one to refine your search	zipper head	zipper mouth	zipper face	zipper eye	zipper tooth	high	0	0	0	0	0	0
zipper	What do you want to do with a zipper?	fix a zipper	sew a zipper				medium	0	0	0	0	0	0
zofran side effects	Select one to refine your search	children	women	elderly			low	9	0	0	1	0	0
zofran side effects	Select one to refine your search	in children	in women	in elderly			medium	0	0	0	0	0	0
zofran side effects	Select one to refine your search	in elderly	in women	in children	in adults		high	4	0	1	0	0	0
zofran side effects	Select one to refine your search	in women	in elderly	in children	in adults	in men	low	0	0	0	0	0	0
zohan	Select one to refine your search	cast of zohan	movies like zohan	quotes from zohan	songs from zohan		medium	0	0	0	0	0	0
zohan	Select one to refine your search	zohan cast	zohan quotes	zohan trailer	zohan songs		medium	5	1	0	0	0	0
zohan	Select one to refine your search	zohan cast	zohan quotes	zohan trailer	zohan soundtrack	zohan stream	low	0	0	0	0	0	0
zoll aed	Select one to refine your search	battery	manual	for sale	accessories	automatic	low	8	0	1	0	0	0
zoll aed	Select one to refine your search	zoll aed battery replacement	zoll aed battery change				medium	0	0	0	0	0	0
zoll aed	Select one to refine your search	zoll aed cabinets	zoll aed accessories				low	0	0	0	0	0	0
zoloft side effects	Select one to refine your search	zoloft long term side effects	zoloft short term side effects				high	1	0	1	0	0	0
zoloft side effects	Select one to refine your search	in children	in elderly	zoloft side effects in men	in women	in adults	high	3	0.166666667	0.333333333	0	0.5	0
zoloft side effects	Select one to refine your search	in elderly	in children	zoloft side effects in men	in women	in adults	high	7	0.166666667	0.166666667	0.5	0.166666667	0
zoloft side effects	Select one to refine your search	zoloft side effects in men	in women	for kids	on baby		high	0	0	0	0	0	0
zombie costume	Select one to refine your search	zombie cheerleader costume	zombie nurse costume	zombie halloween costume	zombie angel costume		low	0	0	0	0	0	0
zombie costume	Select one to refine your search	zombie kids costume	zombie baby costume	zombie teen costume	men costume	zombie wedding costume	medium	8	1	0	0	0	0
zombie costume	Select one to refine your search	soccer player	dancer	gymnast	baseball player	basketball player	low	0	0	0	0	0	0
zostrix	Select one to refine your search	zostrix cream	zostrix spray	zostrix cost			low	9	1	0	0	0	0
zostrix	Select one to refine your search	zostrix for neuropathy	for sciatica				low	0	0	0	0	0	0
zostrix	Select one to refine your search	for shingles	for neuropathy	foot pain	for sciatica	for tennis elbow	medium	0	0	0	0	0	0
